,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b1,b2,b3,sigma,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20],mu[21],mu[22],mu[23],mu[24],mu[25],mu[26],mu[27],mu[28],mu[29],mu[30]
7073,45.4284,0.932286,0.617116,3.0,7.0,0.0,-42.5249,-0.0226114,0.84948,0.788014,0.110602,0.656961,0.503327,0.186201,-0.269757,1.30078,0.512229,-0.584949,0.237595,0.902693,-1.26678,0.469444,-0.478747,0.312657,-1.28035,-2.24238,0.0206717,0.494594,1.59745,-0.0537182,-1.2213,0.478042,-0.145498,1.12892,-1.93269,-1.08355,1.76979,-1.09821,-1.00148,0.845368,0.56433
7074,46.0814,0.718976,0.617116,3.0,7.0,0.0,-41.6183,0.00579511,0.843982,0.766406,0.114436,0.667061,0.515901,0.237168,-0.263151,1.29546,0.54467,-0.530832,0.270564,0.933415,-1.21659,0.482773,-0.45272,0.308694,-1.22069,-2.18309,0.0617731,0.523364,1.58584,-0.0192845,-1.18415,0.486086,-0.0950722,1.14996,-1.87568,-1.02601,1.77988,-1.05652,-0.970946,0.861731,0.564249
7075,44.7605,0.903302,0.617116,2.0,3.0,0.0,-44.3951,0.00870976,0.856301,0.785851,0.099167,0.686586,0.532479,0.231496,-0.252455,1.32979,0.5517,-0.546792,0.274218,0.945714,-1.23838,0.498599,-0.45383,0.331139,-1.24724,-2.22038,0.0590133,0.531976,1.62659,-0.0196506,-1.1991,0.504577,-0.104248,1.16953,-1.90835,-1.0493,1.81205,-1.07227,-0.980181,0.880353,0.587667
7076,45.9922,0.880871,0.617116,2.0,3.0,0.0,-43.0154,0.00786871,0.846901,0.766341,0.134881,0.669134,0.517694,0.243976,-0.265858,1.29786,0.549841,-0.526983,0.274581,0.940063,-1.21648,0.484539,-0.453109,0.306846,-1.21906,-2.18586,0.0661751,0.527838,1.58852,-0.0163391,-1.18603,0.487004,-0.0898554,1.15601,-1.87744,-1.02385,1.78698,-1.05708,-0.972943,0.865707,0.564192
7077,45.4776,0.944654,0.617116,2.0,7.0,0.0,-44.8417,0.00653391,0.866461,0.759214,0.130899,0.662155,0.509442,0.284058,-0.308709,1.28848,0.572298,-0.507476,0.2888,0.972749,-1.22545,0.476327,-0.47311,0.266996,-1.21397,-2.21302,0.0857014,0.544095,1.57927,-0.00947096,-1.21347,0.470984,-0.0615261,1.18133,-1.8979,-1.01553,1.81664,-1.07351,-1.00326,0.874521,0.538575
7078,41.8082,0.741833,0.617116,2.0,3.0,0.0,-40.3426,0.0634656,0.810947,0.762054,0.141361,0.720456,0.572914,0.24863,-0.158597,1.34174,0.569601,-0.486448,0.308165,0.941873,-1.1324,0.540251,-0.368818,0.401429,-1.15092,-2.0654,0.0970932,0.555009,1.62755,0.0303161,-1.08143,0.551559,-0.0664292,1.16271,-1.76959,-0.962544,1.77854,-0.967086,-0.8685,0.895881,0.638418
7079,41.9674,0.976309,0.617116,3.0,7.0,0.0,-38.5656,0.0222733,0.858691,0.833776,0.173785,0.74057,0.581935,0.179435,-0.174792,1.41673,0.546011,-0.595925,0.271217,0.938885,-1.26633,0.546478,-0.426787,0.429268,-1.3012,-2.25881,0.0367711,0.536719,1.72649,-0.0223062,-1.19162,0.566959,-0.1498,1.18609,-1.94512,-1.10036,1.84924,-1.07923,-0.957711,0.914152,0.671244
7080,45.8104,1.0,0.617116,2.0,3.0,0.0,-41.8729,0.0194096,0.852627,0.795047,0.130283,0.704965,0.550393,0.223036,-0.22282,1.35397,0.554363,-0.550512,0.279023,0.946072,-1.23278,0.516252,-0.437087,0.363446,-1.24874,-2.2127,0.0596195,0.537606,1.65283,-0.0132643,-1.18396,0.526185,-0.109222,1.17518,-1.90179,-1.05101,1.82012,-1.06175,-0.962033,0.892206,0.614678
7081,45.1841,0.90263,0.617116,3.0,7.0,0.0,-43.7699,-0.0170266,0.837065,0.746921,0.129215,0.627696,0.478957,0.231578,-0.302487,1.24195,0.523429,-0.531601,0.250569,0.909635,-1.21841,0.446529,-0.476049,0.259233,-1.21497,-2.17476,0.0488716,0.49927,1.52644,-0.0372405,-1.19644,0.445632,-0.10009,1.11784,-1.8701,-1.02257,1.73715,-1.06558,-0.989132,0.826754,0.517102
7082,44.7856,0.958933,0.617116,1.0,1.0,0.0,-44.744,-0.0161797,0.837472,0.739833,0.129239,0.622578,0.474435,0.243339,-0.312342,1.23205,0.527921,-0.521041,0.254365,0.91468,-1.21195,0.442232,-0.477831,0.246582,-1.20428,-2.1675,0.0556073,0.502042,1.5147,-0.0337737,-1.19572,0.438975,-0.0897027,1.11928,-1.86282,-1.01216,1.73581,-1.06239,-0.990657,0.82511,0.507064
7083,43.5721,0.972267,0.617116,3.0,7.0,0.0,-42.7563,0.0188452,0.868716,0.834163,0.131308,0.737653,0.578004,0.191382,-0.193771,1.41534,0.552942,-0.594073,0.274232,0.950861,-1.27703,0.542436,-0.438476,0.413491,-1.307,-2.27951,0.0408591,0.541398,1.72624,-0.0229559,-1.20866,0.560195,-0.143219,1.1963,-1.96232,-1.10429,1.86334,-1.09194,-0.974964,0.917498,0.661413
7084,44.3121,0.993761,0.617116,3.0,7.0,0.0,-41.7449,0.00430366,0.822061,0.732917,0.133126,0.63695,0.490933,0.249343,-0.276913,1.23977,0.535351,-0.500223,0.267335,0.914664,-1.17503,0.459106,-0.446689,0.274484,-1.17131,-2.11413,0.0695046,0.511483,1.519,-0.0153306,-1.15393,0.458031,-0.0764788,1.11883,-1.81494,-0.982386,1.72678,-1.02522,-0.950533,0.83272,0.527937
7085,45.4018,0.998359,0.617116,3.0,7.0,0.0,-43.7979,-0.00618358,0.870435,0.810118,0.126783,0.692398,0.534735,0.203917,-0.255647,1.35391,0.540639,-0.585957,0.259432,0.940604,-1.28325,0.49993,-0.47271,0.342232,-1.29867,-2.28337,0.0360716,0.52318,1.65861,-0.0389986,-1.2346,0.509585,-0.135529,1.17374,-1.966,-1.09689,1.83151,-1.10933,-1.00851,0.884244,0.599223
7086,46.0604,0.998921,0.617116,3.0,7.0,0.0,-45.3106,0.00246103,0.83833,0.760457,0.122583,0.65861,0.508535,0.233467,-0.265842,1.28225,0.538098,-0.52948,0.265765,0.924279,-1.21106,0.475655,-0.453247,0.301837,-1.21467,-2.17094,0.0587062,0.516747,1.57046,-0.0221623,-1.17947,0.478688,-0.0966804,1.13897,-1.86561,-1.02134,1.76433,-1.05243,-0.967947,0.852346,0.555953
7087,44.2328,0.882618,0.617116,2.0,3.0,0.0,-44.096,-0.0245872,0.814511,0.759022,0.115005,0.629914,0.482296,0.170635,-0.256672,1.24958,0.486671,-0.568386,0.223603,0.860892,-1.2204,0.449696,-0.460832,0.303187,-1.23537,-2.15643,0.0142043,0.470552,1.53495,-0.0556302,-1.17413,0.459032,-0.146848,1.07952,-1.85943,-1.0465,1.69543,-1.05723,-0.962278,0.809003,0.543348
7088,44.0093,0.891049,0.617116,2.0,3.0,0.0,-41.4831,-0.00701885,0.8467,0.757717,0.098123,0.646976,0.496329,0.241263,-0.292649,1.2698,0.538659,-0.530455,0.262825,0.929202,-1.22406,0.463456,-0.470615,0.276442,-1.22183,-2.19178,0.05791,0.514726,1.55815,-0.0282412,-1.20014,0.463245,-0.0938642,1.1409,-1.88358,-1.0271,1.76824,-1.06848,-0.989752,0.84733,0.536545
7089,45.0435,0.971742,0.617116,3.0,7.0,0.0,-42.564,0.0152939,0.812741,0.769798,0.130574,0.678841,0.53043,0.192093,-0.198673,1.30563,0.519798,-0.543936,0.258243,0.892597,-1.18825,0.497498,-0.41599,0.365087,-1.21025,-2.12435,0.0442346,0.506563,1.59368,-0.0200668,-1.13249,0.51075,-0.122677,1.11693,-1.82778,-1.02116,1.73662,-1.01986,-0.917189,0.85191,0.600579
7090,43.3167,0.922843,0.617116,2.0,7.0,0.0,-42.2989,-0.032136,0.88612,0.814988,0.119614,0.670837,0.511205,0.195845,-0.299887,1.33764,0.528959,-0.609349,0.241948,0.936608,-1.32413,0.476088,-0.510212,0.304759,-1.3343,-2.34063,0.0185282,0.508955,1.64525,-0.0621086,-1.28211,0.482835,-0.151303,1.1691,-2.0177,-1.12937,1.83472,-1.15144,-1.05501,0.87055,0.569629
7091,42.8805,0.876235,0.617116,3.0,7.0,0.0,-40.1549,0.047202,0.8298,0.755932,0.1615,0.699382,0.550546,0.271204,-0.213817,1.31886,0.57593,-0.483622,0.306611,0.958024,-1.15664,0.517897,-0.402831,0.34941,-1.16204,-2.1073,0.100349,0.555533,1.60499,0.0216953,-1.12289,0.521916,-0.0550617,1.17213,-1.80502,-0.97051,1.79245,-0.998181,-0.912512,0.88969,0.599868
7092,41.8937,0.920969,0.617116,2.0,7.0,0.0,-36.245,-0.000310985,0.87704,0.853064,0.131676,0.734574,0.572418,0.158077,-0.199501,1.42619,0.53395,-0.633687,0.253396,0.935147,-1.31768,0.536155,-0.458491,0.418072,-1.35413,-2.33161,0.0133398,0.524796,1.74296,-0.0463624,-1.24023,0.55754,-0.177953,1.18836,-2.01119,-1.14892,1.8663,-1.12592,-1.00086,0.911198,0.664727
7093,43.971,0.967114,0.617116,2.0,3.0,0.0,-41.1501,-0.0124886,0.881672,0.82613,0.14047,0.69979,0.539594,0.19228,-0.257299,1.37363,0.538872,-0.607172,0.254455,0.943727,-1.31066,0.50416,-0.483244,0.350585,-1.32944,-2.32463,0.0259469,0.52246,1.68373,-0.0476872,-1.25709,0.515698,-0.150645,1.18263,-2.00307,-1.12476,1.85119,-1.132,-1.02634,0.891596,0.60904
7094,45.5184,0.888038,0.617116,3.0,7.0,0.0,-41.1109,0.00995733,0.832218,0.756454,0.137066,0.662621,0.513502,0.237048,-0.254206,1.28276,0.54099,-0.520166,0.270759,0.924281,-1.196,0.480812,-0.441931,0.309969,-1.20045,-2.14915,0.0645814,0.520148,1.56928,-0.0150303,-1.16345,0.484311,-0.0904423,1.13817,-1.84601,-1.00845,1.75961,-1.03783,-0.952983,0.854247,0.561719
7095,44.9892,0.951904,0.617116,3.0,7.0,0.0,-43.9975,0.0181,0.881273,0.785578,0.117723,0.696206,0.539683,0.280977,-0.283556,1.34236,0.587456,-0.522594,0.300126,0.994097,-1.24608,0.505568,-0.465419,0.307504,-1.24201,-2.25279,0.0880992,0.56184,1.64167,-0.00290269,-1.22355,0.504374,-0.0683344,1.2129,-1.93206,-1.03948,1.86459,-1.08553,-1.00555,0.906135,0.579256
7096,44.9123,0.93417,0.617116,3.0,7.0,0.0,-43.2194,-0.0173172,0.812426,0.762244,0.129942,0.63986,0.492157,0.169924,-0.241487,1.26146,0.490287,-0.566629,0.228283,0.863297,-1.21437,0.459473,-0.450778,0.319067,-1.23223,-2.14887,0.0173155,0.475393,1.54747,-0.0501034,-1.16423,0.470421,-0.145905,1.08394,-1.85254,-1.04358,1.7004,-1.04929,-0.95129,0.81615,0.556889
7097,41.2491,0.794869,0.617116,2.0,3.0,0.0,-40.4317,0.0143602,0.810303,0.70262,0.138397,0.621265,0.479112,0.284598,-0.290923,1.20196,0.54681,-0.456458,0.281127,0.921669,-1.13163,0.448382,-0.436582,0.244427,-1.1167,-2.05395,0.0942031,0.518741,1.47194,0.00199978,-1.12613,0.441046,-0.0397905,1.11305,-1.75938,-0.931494,1.70414,-0.99285,-0.931875,0.823215,0.500869
7098,44.2875,0.971427,0.617116,3.0,7.0,0.0,-40.2224,-0.0118312,0.852211,0.820287,0.148962,0.694982,0.538189,0.154571,-0.217612,1.36114,0.511223,-0.615742,0.237958,0.901485,-1.28473,0.503233,-0.459827,0.378925,-1.31524,-2.2685,0.00821432,0.50035,1.66665,-0.0535342,-1.21614,0.521279,-0.173352,1.14324,-1.9573,-1.11629,1.79843,-1.10227,-0.986256,0.870516,0.621477
7099,46.0456,0.918067,0.617116,2.0,7.0,0.0,-41.817,-0.00850296,0.863359,0.795351,0.124622,0.677506,0.521858,0.211743,-0.267538,1.32807,0.537591,-0.572624,0.25805,0.934705,-1.26839,0.487602,-0.47388,0.322111,-1.27903,-2.259,0.0398404,0.518398,1.62812,-0.0381634,-1.22645,0.494586,-0.126277,1.16187,-1.94434,-1.07931,1.81093,-1.09955,-1.00477,0.871502,0.579745
7100,44.4841,0.766361,0.617116,3.0,7.0,0.0,-41.3817,0.0161263,0.813779,0.749993,0.142056,0.663007,0.516269,0.223264,-0.227582,1.27643,0.530715,-0.516023,0.267252,0.905008,-1.17167,0.483969,-0.422422,0.328335,-1.18188,-2.10544,0.0614438,0.512697,1.55933,-0.0119429,-1.13189,0.490653,-0.0952924,1.11929,-1.80885,-0.993611,1.7312,-1.01239,-0.92285,0.845718,0.571067
7101,43.1607,0.942837,0.617116,3.0,7.0,0.0,-41.948,0.0574925,0.833022,0.773404,0.128718,0.724452,0.573736,0.261307,-0.183933,1.35624,0.581673,-0.494829,0.312409,0.964539,-1.16311,0.540488,-0.389594,0.387468,-1.17679,-2.11993,0.0994205,0.56453,1.64734,0.0267565,-1.11801,0.549128,-0.0638585,1.18671,-1.81622,-0.983777,1.81543,-0.997517,-0.902241,0.908911,0.634045
7102,43.0964,0.992398,0.617116,3.0,7.0,0.0,-41.5932,-0.0524159,0.871033,0.808996,0.138689,0.645231,0.48761,0.160262,-0.304431,1.30606,0.495546,-0.630343,0.214018,0.895868,-1.32897,0.452836,-0.519805,0.293168,-1.34345,-2.32949,-0.00881173,0.47769,1.61052,-0.0846609,-1.28157,0.461965,-0.179692,1.12833,-2.01193,-1.1416,1.78586,-1.15568,-1.05587,0.837971,0.550896
7103,40.9294,0.793114,0.617116,3.0,7.0,0.0,-37.9326,0.0514693,0.805163,0.721402,0.152259,0.674103,0.53077,0.286329,-0.218934,1.26696,0.569988,-0.447435,0.307751,0.941331,-1.10658,0.499481,-0.389107,0.322592,-1.10495,-2.02697,0.112539,0.547426,1.54139,0.0309855,-1.08317,0.499553,-0.0322179,1.14307,-1.73388,-0.919727,1.73999,-0.95825,-0.882835,0.86424,0.56965
7104,46.0981,0.966746,0.617116,3.0,7.0,0.0,-39.8079,-0.00135105,0.831795,0.768201,0.120217,0.661203,0.511072,0.20805,-0.248182,1.2893,0.523902,-0.547426,0.254727,0.906404,-1.21678,0.478005,-0.449091,0.320704,-1.22813,-2.1715,0.0437092,0.505853,1.57889,-0.0306077,-1.17488,0.485345,-0.117299,1.12623,-1.86831,-1.03561,1.75235,-1.05325,-0.960707,0.847232,0.568275
7105,46.0446,0.966673,0.617116,2.0,7.0,0.0,-45.5169,-0.01933,0.854023,0.778096,0.124119,0.65197,0.498781,0.211071,-0.287831,1.2896,0.524789,-0.565779,0.247616,0.918033,-1.2584,0.465175,-0.48247,0.291877,-1.26401,-2.23683,0.0352929,0.503819,1.58411,-0.0456155,-1.22359,0.469342,-0.124703,1.13844,-1.92572,-1.06688,1.77691,-1.09527,-1.00704,0.84779,0.549614
7106,45.4068,0.893274,0.617116,2.0,3.0,0.0,-44.4291,-0.0247604,0.836269,0.762073,0.133932,0.632713,0.482694,0.200629,-0.287463,1.25719,0.507977,-0.560054,0.236578,0.893038,-1.23819,0.449782,-0.478222,0.280257,-1.24377,-2.19631,0.0286065,0.487478,1.54562,-0.0505535,-1.20399,0.453912,-0.12814,1.10894,-1.89167,-1.05074,1.73419,-1.07839,-0.991893,0.824392,0.532584
7107,45.3033,0.905156,0.617116,3.0,7.0,0.0,-42.8323,-0.0265013,0.852539,0.801473,0.131796,0.664466,0.509327,0.167677,-0.259481,1.31784,0.505442,-0.605065,0.230623,0.896791,-1.28398,0.474978,-0.480849,0.329406,-1.30363,-2.26489,0.0085891,0.490178,1.6184,-0.0614686,-1.23013,0.486971,-0.163487,1.12912,-1.9539,-1.10558,1.77667,-1.11004,-1.00618,0.848738,0.578439
7108,45.9982,0.792495,0.617116,1.0,3.0,0.0,-41.6356,0.0175311,0.853767,0.779474,0.132058,0.689987,0.5367,0.245527,-0.248604,1.32853,0.560754,-0.53091,0.283786,0.953801,-1.2225,0.503052,-0.444949,0.331594,-1.22903,-2.20091,0.0708703,0.54016,1.62337,-0.00931546,-1.18646,0.507729,-0.0898835,1.17494,-1.88987,-1.03188,1.81388,-1.0587,-0.969466,0.885018,0.588715
7109,45.1161,0.939157,0.617116,3.0,7.0,0.0,-44.567,-0.0346375,0.85693,0.791252,0.132651,0.6478,0.493148,0.181326,-0.289157,1.29476,0.506561,-0.596997,0.22924,0.900629,-1.28666,0.459087,-0.49596,0.296852,-1.29826,-2.2702,0.0119119,0.487929,1.59306,-0.064721,-1.24362,0.466597,-0.15388,1.12701,-1.95785,-1.09993,1.77199,-1.11826,-1.02302,0.839524,0.551959
7110,45.3564,0.993405,0.617116,3.0,7.0,0.0,-44.1995,-0.0147939,0.868895,0.765089,0.11821,0.645822,0.492345,0.258089,-0.325618,1.27646,0.55086,-0.535251,0.266849,0.952253,-1.25335,0.459015,-0.494577,0.253246,-1.24397,-2.24433,0.0616546,0.523436,1.56905,-0.0321645,-1.23845,0.454843,-0.0878566,1.16328,-1.92826,-1.04477,1.80192,-1.0993,-1.02647,0.857088,0.524338
7111,45.121,0.675387,0.617116,2.0,3.0,0.0,-39.799,0.0140524,0.876926,0.807731,0.1319,0.710742,0.552659,0.23793,-0.249219,1.37145,0.56878,-0.558775,0.284838,0.97214,-1.26553,0.517868,-0.458675,0.349647,-1.27628,-2.27169,0.0632477,0.549259,1.67618,-0.0160327,-1.22302,0.524924,-0.105421,1.20282,-1.95209,-1.07342,1.86202,-1.0941,-0.997904,0.907839,0.611368
7112,46.0126,0.955353,0.617116,3.0,7.0,0.0,-43.3017,-0.013661,0.843302,0.77008,0.132942,0.650688,0.499265,0.211309,-0.276308,1.28151,0.522831,-0.555594,0.24927,0.911053,-1.23863,0.466024,-0.470421,0.296845,-1.24517,-2.20507,0.0388988,0.502526,1.57279,-0.0402349,-1.20291,0.470694,-0.119965,1.12956,-1.89784,-1.05043,1.76074,-1.07676,-0.988521,0.843256,0.550761
7113,44.4959,0.796918,0.617116,3.0,7.0,0.0,-40.9397,0.0373748,0.866939,0.797984,0.140826,0.725668,0.569435,0.259497,-0.223676,1.37848,0.586035,-0.528196,0.305285,0.984828,-1.22718,0.535057,-0.430146,0.368144,-1.23749,-2.22178,0.0864413,0.56661,1.67959,0.00782604,-1.18558,0.54186,-0.0800325,1.21261,-1.90583,-1.03697,1.86408,-1.05794,-0.963197,0.92077,0.627068
7114,45.1405,0.853029,0.617116,2.0,3.0,0.0,-41.9921,0.0184327,0.868244,0.809962,0.123117,0.716842,0.559407,0.225278,-0.227734,1.37798,0.563024,-0.562399,0.282668,0.96189,-1.25699,0.524629,-0.446311,0.369416,-1.27344,-2.25491,0.0591018,0.546041,1.68241,-0.0149641,-1.207,0.534855,-0.113008,1.19537,-1.9383,-1.07206,1.85227,-1.08266,-0.980896,0.907352,0.625131
7115,45.4541,1.0,0.617116,2.0,3.0,0.0,-45.0922,0.014467,0.871924,0.803627,0.12501,0.707607,0.550381,0.236338,-0.246589,1.36489,0.565803,-0.555767,0.283518,0.966837,-1.25824,0.515771,-0.455402,0.349068,-1.26921,-2.25874,0.0629861,0.546508,1.66802,-0.0156241,-1.21558,0.522947,-0.104972,1.19645,-1.94095,-1.06748,1.8521,-1.08755,-0.991589,0.903352,0.609129
7116,44.6616,0.86772,0.617116,3.0,7.0,0.0,-41.394,-0.0199076,0.811673,0.760274,0.122686,0.635596,0.488143,0.16899,-0.24566,1.25576,0.487799,-0.567021,0.225943,0.860525,-1.2148,0.45553,-0.453374,0.313854,-1.23193,-2.14822,0.0156857,0.47263,1.54117,-0.0522177,-1.16568,0.466068,-0.146753,1.08033,-1.85218,-1.04351,1.6957,-1.05044,-0.953336,0.812295,0.551877
7117,45.707,0.997299,0.617116,3.0,7.0,0.0,-44.2033,-0.0195295,0.855179,0.789394,0.137182,0.66131,0.506996,0.196342,-0.273871,1.30679,0.520673,-0.580417,0.243901,0.913947,-1.26879,0.473012,-0.479987,0.310841,-1.28023,-2.25028,0.0271144,0.502024,1.60441,-0.0494663,-1.22603,0.480431,-0.138218,1.13975,-1.93858,-1.08232,1.7833,-1.10085,-1.00596,0.852752,0.565507
7118,45.7024,0.974254,0.617116,3.0,7.0,0.0,-44.3667,-0.000670495,0.866852,0.765101,0.13214,0.659917,0.506639,0.268948,-0.308196,1.29031,0.562831,-0.522325,0.279625,0.963191,-1.23782,0.473328,-0.47874,0.270052,-1.22949,-2.22678,0.0741749,0.535886,1.58269,-0.0186393,-1.22155,0.46974,-0.0758896,1.17462,-1.91142,-1.03067,1.81251,-1.08332,-1.00951,0.869866,0.539902
7119,45.3091,0.942849,0.617116,3.0,7.0,0.0,-43.662,0.0102663,0.853702,0.813313,0.124672,0.711231,0.554917,0.189141,-0.207795,1.37282,0.538054,-0.583457,0.263674,0.929411,-1.25786,0.520172,-0.44123,0.386321,-1.28365,-2.24193,0.0369569,0.525234,1.67664,-0.0285417,-1.19565,0.535587,-0.140724,1.1674,-1.93033,-1.08478,1.82027,-1.07886,-0.968009,0.890883,0.632105
7120,44.2983,0.911079,0.617116,3.0,7.0,0.0,-43.1534,-0.0162151,0.849254,0.824684,0.127194,0.694248,0.53735,0.139116,-0.211013,1.36303,0.501734,-0.627715,0.229966,0.890287,-1.29072,0.50228,-0.460317,0.386437,-1.32525,-2.2723,-0.00193298,0.49256,1.6694,-0.0603299,-1.21677,0.522559,-0.186489,1.13481,-1.96206,-1.12661,1.79071,-1.10564,-0.985411,0.86589,0.62573
7121,45.8749,0.89262,0.617116,2.0,7.0,0.0,-40.8487,-0.0150974,0.834106,0.778647,0.133119,0.6563,0.505007,0.182844,-0.25083,1.2918,0.50784,-0.573803,0.238547,0.890997,-1.24081,0.471579,-0.461396,0.323059,-1.25692,-2.19959,0.0235543,0.491646,1.5844,-0.0473689,-1.19238,0.481572,-0.142055,1.11557,-1.89542,-1.06344,1.74685,-1.0731,-0.974998,0.839078,0.568543
7122,46.1941,0.966936,0.617116,2.0,7.0,0.0,-44.7509,-0.00820968,0.844322,0.79017,0.119173,0.673083,0.51976,0.189279,-0.244015,1.31772,0.520231,-0.576414,0.24779,0.907983,-1.25059,0.485858,-0.459333,0.337722,-1.26802,-2.22144,0.0293544,0.504294,1.61443,-0.0415774,-1.20003,0.496603,-0.139275,1.13629,-1.91351,-1.07207,1.77613,-1.07993,-0.97936,0.857201,0.585549
7123,45.7245,0.971022,0.617116,3.0,7.0,0.0,-45.3139,0.00150946,0.827748,0.757025,0.122364,0.654572,0.505839,0.220667,-0.254666,1.27454,0.527585,-0.531962,0.259157,0.90859,-1.20182,0.473174,-0.446455,0.308388,-1.20889,-2.15063,0.0521976,0.507918,1.56075,-0.0249795,-1.16587,0.478122,-0.104309,1.12364,-1.84905,-1.01768,1.74365,-1.04242,-0.955077,0.843068,0.557238
7124,44.2928,0.847191,0.617116,3.0,7.0,0.0,-43.0482,0.0159879,0.85603,0.825765,0.137464,0.727487,0.569829,0.180524,-0.18816,1.39785,0.540567,-0.593039,0.266214,0.93249,-1.26411,0.534658,-0.433433,0.411792,-1.29579,-2.25259,0.0347065,0.530059,1.70522,-0.0265381,-1.19382,0.553357,-0.148574,1.17622,-1.93997,-1.09585,1.83509,-1.08003,-0.962344,0.90299,0.65483
7125,43.7583,0.901789,0.617116,2.0,7.0,0.0,-41.3548,0.047333,0.840082,0.794324,0.147323,0.732048,0.578767,0.232065,-0.175775,1.37898,0.569432,-0.528877,0.298974,0.954839,-1.19556,0.544771,-0.398902,0.406386,-1.21752,-2.16291,0.0783248,0.555437,1.67636,0.0112665,-1.13898,0.558035,-0.0935166,1.18604,-1.85639,-1.02213,1.82601,-1.02212,-0.916869,0.911559,0.650257
7126,43.6745,0.989427,0.617116,2.0,3.0,0.0,-42.9159,0.0438513,0.833524,0.790589,0.152885,0.725299,0.572993,0.223569,-0.174019,1.36887,0.560754,-0.531158,0.292594,0.943032,-1.19139,0.539184,-0.398104,0.404614,-1.21459,-2.15161,0.0726625,0.547435,1.66458,0.00719594,-1.13335,0.553125,-0.09907,1.17366,-1.84744,-1.02059,1.80965,-1.01819,-0.912195,0.902292,0.645758
7127,42.7841,0.982502,0.617116,3.0,7.0,0.0,-40.9429,-0.00457449,0.786569,0.758024,0.154004,0.64857,0.503772,0.147678,-0.193201,1.26404,0.477774,-0.563198,0.225626,0.83793,-1.18019,0.471479,-0.417766,0.357765,-1.20888,-2.08834,0.0132042,0.467949,1.54627,-0.0433898,-1.11617,0.488426,-0.154836,1.06152,-1.8011,-1.0252,1.66662,-1.01137,-0.903709,0.810167,0.581328
7128,42.0302,0.94351,0.617116,2.0,3.0,0.0,-41.2054,0.00560796,0.778064,0.778639,0.150423,0.675965,0.53015,0.114477,-0.140135,1.30441,0.469656,-0.585499,0.222417,0.824506,-1.18126,0.497272,-0.393809,0.416742,-1.22601,-2.08446,0.000547016,0.466544,1.59123,-0.0429564,-1.09568,0.523163,-0.180075,1.06001,-1.79983,-1.04284,1.67045,-1.00134,-0.876453,0.822755,0.628268
7129,40.6968,0.912294,0.617116,3.0,7.0,0.0,-37.274,-0.0533106,0.892925,0.743287,0.142128,0.589379,0.435507,0.289353,-0.433632,1.20818,0.547496,-0.530718,0.252378,0.962095,-1.29039,0.402649,-0.560238,0.143545,-1.25633,-2.30151,0.059021,0.509463,1.49747,-0.0559992,-1.30826,0.384753,-0.0731558,1.15758,-1.97744,-1.05383,1.79617,-1.15136,-1.10393,0.82596,0.436477
7130,40.9908,0.982933,0.617116,3.0,7.0,0.0,-37.2803,0.0440406,0.785769,0.789464,0.135861,0.72366,0.576122,0.149476,-0.0987308,1.36045,0.51127,-0.557084,0.261818,0.869481,-1.15717,0.542817,-0.358326,0.464943,-1.20413,-2.06984,0.0364817,0.508841,1.65094,-0.00610374,-1.06834,0.569951,-0.147485,1.10887,-1.78234,-1.01899,1.72664,-0.974068,-0.845961,0.870492,0.677524
7131,39.2748,0.973912,0.617116,2.0,3.0,0.0,-38.6297,0.041615,0.768166,0.792224,0.143709,0.723235,0.57717,0.115071,-0.0689737,1.3597,0.489092,-0.573381,0.246777,0.838277,-1.14969,0.543948,-0.345134,0.490494,-1.20722,-2.04537,0.0181543,0.491406,1.6491,-0.014622,-1.04705,0.576951,-0.171909,1.08248,-1.76396,-1.02518,1.69483,-0.961513,-0.823232,0.857511,0.691487
7132,42.4533,0.955396,0.617116,3.0,7.0,0.0,-33.4323,0.0180817,0.788832,0.741308,0.126501,0.657185,0.513664,0.198146,-0.197875,1.26155,0.510399,-0.516883,0.256095,0.872517,-1.1452,0.48189,-0.402402,0.346893,-1.16323,-2.05277,0.0507648,0.496213,1.53957,-0.0141762,-1.09559,0.492901,-0.108316,1.08735,-1.76502,-0.979996,1.6864,-0.984381,-0.888461,0.827811,0.577408
7133,44.5845,0.966932,0.617116,2.0,7.0,0.0,-40.8811,0.00880691,0.821065,0.801984,0.142874,0.699625,0.547516,0.152214,-0.172902,1.34939,0.507443,-0.588644,0.245049,0.882869,-1.22728,0.513459,-0.419045,0.406643,-1.26332,-2.17707,0.0189423,0.499644,1.64684,-0.0354927,-1.15218,0.534544,-0.161823,1.1216,-1.87705,-1.07103,1.75765,-1.04625,-0.927027,0.863452,0.636433
7134,44.5752,0.974047,0.617116,3.0,7.0,0.0,-42.3917,0.0172048,0.880374,0.781477,0.14944,0.691839,0.535772,0.284595,-0.288822,1.33509,0.587479,-0.518526,0.300192,0.993868,-1.24294,0.501798,-0.466888,0.300277,-1.237,-2.24807,0.0897265,0.561133,1.63321,-0.00261181,-1.22299,0.49956,-0.0648985,1.21081,-1.92772,-1.03485,1.86047,-1.08403,-1.00624,0.90305,0.572853
